Akkomodasiya pozğunluqları	нарушения аккомодации	med
Akromeqaliya	акромегалия	psy
Akromeqaliya və hipofizar qiqantizm	акромегалия и гипофизарный гигантизм	med
Aktinik (fotokimyəvi) keratoz	актинический [фотохимический] кератоз	med
Aktinik [fotokimyəvi] qranuloma	актиническая [фотохимическая] гранулема	med
Aktinik retikuloid	актинический ретикулоид	med
Aktinomikoz sepsisi	актиномикозный сепсис	med
Aktinomisetoma	актиномицетома	med
Aktiv raxit	рахит активный	med
Aktivlik və diqqət pozğunluğu	нарушение активности и внимания	med
Aktivlik və diqqət pozğunluğu	синдром дефицита внимания и гиперактивности	med
Akustik nevrit	акустический неврит	psy
Albinizm	альбинизм	psy
Alfa ritm	альфа-ритм	psy
Alfa-talassemiya	альфа-талассемия	med
Alimentar marazm	алиментарный маразм	psy
Alkaloz	алкалоз	psy
Alkohol mənşəli kəskin pankreatit	острый панкреатит алкогольной этиологии	med
Alkohol qəbulu ilə bağlı psixi və davranış pozğunluqları	психические и поведенческие расстройства, вызванные употреблением алкоголя	med
Alkohol və digər psixoaktiv maddələr tərəfindən törədilməyən delirioz	делирий, не вызванный алкоголем или другими психоактивными веществами	med
Alkohol və digər psixoaktiv maddələr tərəfindən törədilməyən üzvi amnestik sindrom	органический амнестический синдром, не вызванный алкоголем или другими психоактивными веществами	med
Alkoholla qəsdən təsiretmə və qəsdən özünü zəhərləmə	преднамеренное самоотравление и воздействие алкоголем	med
Alkoholla təsir və təsadüfi zəhərlənmə	случайное отравление и воздействие алкоголем	med
Alkoholun toksik təsiri	токсическое действие алкоголя	med
Alkoholun təsirindən meydanaçıxan Kuşinqoid sindromu	кушингоидный синдром, вызванный алкоголем	med
Alkoholun təsirinin qanda miqdarının müəyyən edilməsinə görə sübutu	доказательство влияния алкоголя, определенного по уровню его содержания в крови	med
Alkoholun təsirinin sərxoşluq dərəcəsinin müəyyən edilməsinə görə sübutu	доказательство влияния алкоголя, определенного по степени опьянения	med
Alkoqol ensefalopatiyaları	алкогольные энцефалопатии	psy
Alkoqol epilepsiyası	алкогольная эпилепсия	psy
Alkoqol hepatiti	алкогольный гепатит	psy
Alkoqol miopatiyası	алкогольная миопатия	psy
Alkoqol mənşəli qaraciyərçatmamazlığı	алкогольная печеночная недостаточность	med
Alkoqol mənşəli qastrit	алкогольный гастрит	med
Alkoqol mənşəli xroniki pankreatit	хронический панкреатит алкогольной этиологии	med
Alkoqol paranoidi	алкогольный параноид	psy
Alkoqol polinevropatiyası	алкогольная полиневропатия	med
Allergik purpura	аллергическая пурпура	med
Allergik qranulomatoz angiit	аллергический гранулематозный ангиит	psy
Allergik reaksiyalar	аллергические реакции	psy
Allergik və alimentar qastroenterit və kolit	аллергический и алиментарный гастроэнтерит и колит	med
Allergik övrə	аллергическая крапивница	med
Alleşeroz	аллешериоз	psy
Alleşeroz	аллешероз	psy
Alprazolam	алпразолам	psy
Alqoneyrodistrofiya	алгонейродистрофия	psy
Alsheymer xəstəliyinin digər formaları	другие формы болезни альцгеймера	med
Altsheymer xəstəliyi	болезнь альцгеймера	psy
Altçənənin bədxassəli yenitörəməsi	злокачественное новообразование нижней челюсти	med
Altçənənin dişətinin bədxassəli yenitörəməsi	злокачественное новообразование десны нижней челюсти	med
Altçənənin sümük hissəsinin xoşxassəli yenitörəməsi	доброкачественное новообразование нижней челюсти костной части	med
Alveolyar ağciyər mikrolitiazı	микролитиаз альвеолярный	psy
Alveolyar hipoventilyasiya ilə müşayiət olunan yüksək dərəcəli	крайняя степень ожирения, сопровождаемая альвеолярной гиповентиляцией	med
Alveolyar osteit	альвеолярный остеит	psy
Alveolyar proteinoz	альвеолярный протеиноз	psy
Alveolyar və pariyeto-alveolyar pozğunluqlar	альвеолярные и парието-альвеолярные нарушения	med
Alüminoz (ağciyərin)	алюминоз (легкого)	med
Alın cibinin bədxassəli yenitörəməsi	злокачественное новообразование лобной пазухи	med
Alın payının bədxassəli yenitörəməsi	злокачественное новообразование лобной доли	med
Amae	амаэ (зависимость от других)	psy
Ambliopiya	амблиопия	psy
Amiloidoz	амилоидоз	psy
Amiloidozun digər formaları	другие формы амилоидоза	med
Aminturşu mübadiləsinin digər dəqiqləşdirilmiş pozğunluqları	другие уточненные нарушения обмена аминокислот	med
Aminturşu mübadiləsinin digər pozğunluqları	другие нарушения обмена аминокислот	med
Aminturşuların mübadiləsinin dəqiqləşdirilməmiş	нарушения обмена аминокислот неуточненные	med
Aminturşuların nəqlinin pozğunluğu	нарушения транспорта аминокислот	med
Amneziya	амнезия	psy
Amniotik maye və döl qişaları tərəfindən digər pozğunluqlar	другие нарушения со стороны амниотической жидкости и плодных оболочек	med
Amöbiaz	амебиаз	psy
Amöblü qeyri-dizenterial kolit	амебный недизентерийный колит	med
Anadangəlmə afibrinogenemiya	врожденная афибриногенемия	psy
Anadangəlmə hidrosefaliya	врожденная гидроцефалия	med
Anadangəlmə ixtioz	врожденный ихтиоз	med
Anadangəlmə methemoqlobinemiya	врожденная метгемоглобинемия	med
Anadangəlmə miopatiyalar	врожденные миопатии	psy
Anadangəlmə proqressivləşməyən ataksiya	врожденная непрогрессирующая атаксия	med
Anadangəlmə virus xəstəlikləri	врожденные вирусные болезни	med
Anadangəlmə və qazanılma miasteniya	врожденная или приобретенная миастения	med
Anadangəlmə yod çatmamazlığı sindromu	синдром врожденной йодной недостаточности	psy
Anadangəlmə yodçatmamazlığı sindromu, miksedematoz	синдром врожденной йодной недостаточности, микседематозная форма	med
Anadangəlmə yodçatmamazlığı sindromu, nevroloji forma	синдром врожденной йодной недостаточности, неврологическая форма	med
Anadangəlmə yodçatmamazlığı sindromu, qarışıq forma	синдром врожденной йодной недостаточности, смешанная форма	med
Anaerob mikroblar tərəfindən törədilən sepsis	сепсис, вызванный анаэробами	med
Anagen tük tökülməsi	анагенное выпадение волос	med
Anal [anusun] abses	анальный [заднепроходный] абсцесс	med
Anal kanalın bədxassəli yenitörəməsi	злокачественное новообразование анального канала	med
Anal kanalın polipi	полип анального канала	psy
Anal nahiyyənin birincili sifilisi	первичный сифилис анальной области	med
Analgetik, qızdırmasalıcı və iltihabəleyhinə vasitələr	анальгезирующие, жаропонижающие и противовоспалительные средства	med
Ananın antenatal müayinələrində müəyyən olunan normadan kənaraçıxmalar	отклонения от нормы, выявленные при антенатальном обследовании матери	med
Ananın digər rubrikalarda təsnif olunan, lakin hamiləlik, doğuş və zahılıq dövrünü ağırlaşdıran	другие болезни матери, классифицированные в других рубриках, но осложняющие беременность, роды и послеродовой период	med
Ananın digər rubrikalarda təsnif olunan, lakin hamiləlik, doğuş və zahılıq dövrünü ağırlaşdıran	инфекционные и паразитарные болезни матери, классифицированные в других рубриках, но осложняющие беременность, роды и послеродовой период	med
Ananın dəqiqləşdirilməmiş hipertenziyası	гипертензия у матери неуточненная	med
Ananınçanağının anomaliyaları nəticəsindəçətinləşmiş doğuşlar	затрудненные роды вследствие аномалии таза у матери	med
Anaplastik iri hüceyrəli limfoma, ALK-müsbət	анапластическая крупноклеточная лимфома, alk-позитивная	med
Anaplastik iri hüceyrəli limfoma, ALK-mənfi	анапластическая крупноклеточная лимфома, alk-негативная	med
Androgen alopesiya	андрогенная алопеция	psy
Androgen rezistentlik sindromu	синдром андрогенной резистентности	psy
Androgen rezistentlik sindromu	синдром резистентности к андрогенам	psy
Androgenlərin artıqlığı	избыток андрогенов	psy
Anensefaliya	анэнцефалия	psy
Anensefaliya və oxşar inkişaf qüsurları	анэнцефалия и подобные пороки развития	med
Anesteziyaedici vasitələrlə və terapevtik qazlarla zəhərlənmə	отравление анестезирующими средствами и терапевтическими газами	med
Anevrizmal sümük kistası	аневризматическая костная киста	med
Anevrizmanın digər formaları	другая аневризма и расслоение	med
Anginoz sindrom	ангинозный синдром	psy
Angioimmunoblastik T-hüceyrəli limfoma	ангиоиммунобластическая t-клеточная лимфома	med
Angiostrongiloidoz	ангиостронгилоидоз	psy
Anhidroz	ангидроз	psy
Anima	анима	psy
Animus	анимус	psy
Anizakioz	анизакиоз	med
Ankilostomidoz	анкилостомидоз	psy
Ankilostomoz	анкилостомоз	med
Ankilozlaşan Forestye hiperostozu	анкилозирующий гиперостоз форестье	med
Ankilozlaşan spondilit	анкилозирующий спондилит	psy
Anksiolitik təsir	анксиолитическое действие	psy
Anoftalm	анофтальм	psy
Anoftalm, mikroftalm və makroftalm	анофтальм, микрофтальм и макрофтальм	med
Anogenital (zöhrəvi) ziyillər	аногенитальные (венерические) бородавки	med
Anogenital herpetik virus [herpes simplex] infeksiyalar	аногенитальная герпетическая вирусная инфекция [herpes simplex]	med
Anogenital nahiyənin dəqiqləşdirilməmiş herpetik infeksiyası	аногенитальная герпетическая инфекция неуточненная	med
Anopsiya nəticəsində ambliopiya	амблиопия вследствие анопсии	med
Anorektal abses	аноректальный абсцесс	med
Anorektal fistul	аноректальный свищ	psy
Anorektal fistul (düz bağırsağla anus arasında yaranan)	аноректальный свищ (свищ между прямой кишкой и задним проходом)	med
Anorektal nahiyənin qonokokk infeksiyası	гонококковая инфекция аноректальной области	med
Anorektal nahiyənin xlamidiya infeksiyası	хламидийная инфекция аноректальной области	med
Anormal qeyri-iradi hərəkət	анормальные непроизвольные движения	med
Anormal tənəffüs	анормальное дыхание	med
Anteroqrad amneziya	антероградная амнезия	psy
Antidepresan	антидепрессант	psy
Antidepresiv effekt	антидепрессивный эффект	psy
Antidiuretik hormonun qeyri-adekvat sekresiyası sindromu	синдром неадекватной секреции антидиуретического гормона	psy
Antikardiolipin sindromu	антикардиолипиновый синдром	psy
Anuriya və oliquriya	анурия и олигурия	med
Anus qaşınması	зуд заднего прохода	med
Anus və anal kanalın in situ karsinoması	карцинома in situ заднего прохода [ануса] и анального канала	med
Anus və anal kanalın xoşxassəli yenitörəməsi	доброкачественное новообразование заднего прохода [ануса] и анального канала	med
Anus və düz bağırsaqdan qanaxma	кровотечение из заднего прохода и прямой кишки	med
Anusun dəqiqləşdirilməmiş lokalizasiyalı bədxassəli yenitörəməsi	злокачественное новообразование заднего прохода неуточненной локализации	med
Anusun dəqiqləşdirilməmişçatı	трещина заднего прохода неуточненная	med
Anusun prolapsı	выпадение заднего прохода	psy
Anusun prolapsı	пролапс ануса	psy
Anusun və anal kanalın bədxassəli yenitörəməsi	злокачественное новообразование заднего прохода [ануса] и анального канала	med
Anusun və düz bağırsağın digər dəqiqləşdirilmiş xəstəlikləri	другие уточненные болезни заднего прохода и прямой кишки	med
Anusun və düz bağırsağın dəqiqləşdirilməmiş xəstəliyi	болезнь заднего прохода и прямой кишки неуточненная	med
Anusun və düz bağırsağın stenozu	стеноз заднего прохода и прямой кишки	med
Anusun və düz bağırsağın xorası	язва заднего прохода и прямой кишки	med
Anusun xronikiçatı	хроническая трещина заднего прохода	med
Anusətrafı nahiyənin dərisinin və düz bağırsağın herpetik	герпетические инфекции перианальных кожных покровов и прямой кишки	med
Anyum [spontan daktiloliz]	аньюм [дактилолиз спонтанный]	med
Aorta (qapaq) stenozu	аортальный (клапанный) стеноз	med
Aorta (qapaq)çatmamazlığı	аортальная (клапанная) недостаточность	med
Aorta qapağının digər revmatik xəstəlikləri	другие ревматические болезни аортального клапана	med
Aorta qapağının digər zədələnmələri	другие поражения аортального клапана	med
Aorta qapağının dəqiqləşdirilməmiş revmatik xəstəliyi	ревматическая болезнь аортального клапана неуточненная	med
Aorta qapağının dəqiqləşdirilməmiş zədələnməsi	поражение аортального клапана неуточненное	med
Aorta qapağının revmatik mənşəli çatmamazlığı	ревматическая недостаточность аортального клапана	psy
Aorta qövsü sindromu [Takayasu ]	синдром дуги аорты [такаясу]	med
Aorta yumağı və digər paraqanlionların qeyri-müəyyən və ya	новообразование неопределенного или неизвестного характера аортального гломуса и других параганглиев	med
Aorta yumağı və digər paraqanqlionların	доброкачественное новообразование аортального гломуса и других параганглиев	med
Aorta yumağının və digər paraqanqlionların bədxassəli	злокачественное новообразование аортального гломуса и других параганглиев	med
Aortal qapağın qeyri-revmatik zədələnmələri	неревматические поражения аортального клапана	med
Aortal qapağın revmatik xəstəlikləri	ревматические болезни аортального клапана	med
Aortal və mitral qapaqların anadangəlmə anomaliyaları [inkişaf qüsurları]	врожденные аномалии [пороки развития] аортального и митрального клапанов	med
Aortal və üçtaylı qapaqların eyni zamanda zədələnmələri	комбинированное поражение аортального и трехстворчатого клапанов	med
Aortanın (istənilən hissəsinin ) təbəqələrə ayrılması	расслоение аорты (любой части)	med
Aortanın anevrizması və lay-lay qopması	аневризма и расслоение аорты	med
Aortanın aterosklerozu	атеросклероз аорты	med
Aortanın digər və dəqiqləşdirilməmişşöbələrinin emboliya və	эмболия и тромбоз других и неуточненных отделов аорты	med
Aortanın döş hissəsinin cırılmış anevrizması	аневризма грудной части аорты разорванная	med
Aortanın döş hissəsinin,cırılması barədə məlumat olmadan,	аневризма грудной части аорты без упоминания о разрыве	med
Aortanın dəqiqləşdirilməmiş lokalizasiyalı cırılmış anevrizması	аневризма аорты неуточненной локализации разорванная	med
Aortanın dəqiqləşdirilməmiş lokalizasiyalı, cırılması barədə	аневризма аорты неуточненной локализации без упоминания о разрыве	med
Aortit	аортит	psy
Aparıcı görmə yollarının dəqiqləşdirilməmiş zədələnmələri	болезнь зрительных проводящих путей неуточненная	med
Apatiya	апатия	psy
Apizometropiya və anizeykoniya	анизометропия и анизейкония	med
Aplastik anemiyalar	апластические анемии	psy
Apokrin tər səpgisi	апокринная потница	med
Apokrin tər vəzilərinin digər xəstəlikləri	другие болезни апокринных потовых желез	med
Apokrin tər vəzilərinin dəqiqləşdirilməmiş zədələnməsi	поражение апокринных потовых желез неуточненное	med
Apokrin tər vəzilərinin xəstəlikləri	болезни апокринных потовых желез	med
Appendiksin digər dəqiqləşdirilmiş xəstəlikləri	другие уточненные болезни аппендикса	med
Appendiksin digər xəstəlikləri	другие болезни аппендикса	med
Appendiksin divertikulu	дивертикул аппендикса	psy
Appendiksin dəqiqləşdirilməmiş xəstəliyi	болезнь аппендикса неуточненная	med
Appendiksin fistulu	свищ аппендикса	psy
Appendiksin hiperplaziyası	гиперплазия аппендикса	med
Appendikulyar daşlar	аппендикулярные камни	psy
Appendisitin digər formaları	другие формы аппендицита	med
Aqorafobiya	агорафобия	psy
Aqranulositoz	агранулоцитоз	psy
Aqressiv və autoaqressiv davranış	агрессивное и аутоагрессивное поведение	psy
Aralığın,ürək qulağcığı və mədəciyinin trombozu- kəskin	тромбоз предсердия, ушка предсердия и желудочка сердца как текущее осложнение острого инфаркта миокарда	med
Arenavirus hemorragik qızdırma	ареновирусная геморрагическая лихорадка	med
Arenovirus etiologiyalı digər hemorragik qızdırmalar	другие ареновирусные геморрагические лихорадки	med
Arenovirus etiologiyalı dəqiqləşdirilməmiş hemorragik qızdırma	ареновирусная геморрагическая лихорадка неуточненная	med
Armudabənzər sinusun bədxassəli yenitörəməsi	злокачественное новообразование грушевидного синуса	med
Aromatik aminturşu mübadiləsinin digər pozğunluqları	другие нарушения обмена ароматических аминокислот	med
Aromatik aminturşu mübadiləsinin dəqiqləşdirilməmiş	нарушения обмена ароматических аминокислот неуточненные	med
Aromatik aminturşuların mübadiləsinin pozğunluqları	нарушения обмена ароматических аминокислот	med
Arteriya və arteriolların digər zədələnmələri	другие поражения артерий и артериол	med
Arteriyalar və arteriolaların digər dəqiqləşdirilmiş dəyişiklikləri	другие уточненные изменения артерий и артериол	med
Arteriyalar və arteriolaların dəqiqləşdirilməmiş dəyişiklikləri	изменение артерий и артериол неуточненное	med
Arteriyalar, arteriolaların və kapilyarların xəstəlikləri	поражения артерий, артериол и капилляров при болезнях, классифицированных в других рубриках	med
Arteriyaların cırılması	разрыв артерии	med
Arteriyaların daralması	сужение артерий	med
Arteriyaların tromboz və emboliyası	эмболия и тромбоз артерий	med
Arteriyalarınəzələ və birləşdirici toxuma qatının displaziyası	мышечная и соединительнотканная дисплазия артерий	med
Artıq dərəcədə gərginlik və kəskin və ya təkrarlanan hərəkət	перенапряжение и резкие или повторяющиеся движения	med
Artıq dərəcədə hemolizlə bağlı neonatal sarılıq	неонатальная желтуха, обусловленная чрезмерным гемолизом	med
Artıq hərəkətlərlə müşayiət olunan hipermobil tərpənmə	гипермобильный синдром разболтанности, излишней подвижности	med
Artıq pülük, fimoz, parafimoz	избыточная крайняя плоть, фимоз и парафимоз	med
Artıq qidalanmanın digər dəqiqləşdirilmiş formaları	другие уточненные формы избыточности питания	med
Arxa beyin arteriyasının tıxanması və stenozu	закупорка и стеноз задней мозговой артерии	med
Arxa divararalığının bədxassəli yenitörəməsi	злокачественное новообразование заднего средостения	med
Arxa qütbün və ləkənin degenerasiyası	дегенерация макулы и заднего полюса	med
Arxa siklit	задний циклит	med
Asan alovlanan maddələrin alışması nəticəsində zədələnmə	повреждение при загорании легковоспламеняющихся веществ	med
Asbest və digər mineral maddələr tərəfindən törədilən pnevmokonioz	пневмокониоз, вызванный асбестом и другими минеральными веществами	med
Asbestoz olması göstərilmədən plevra piləyi	плевральная бляшка без упоминания об асбестозе	med
Asidoz	ацидоз	med
Askaridoz	аскаридоз	psy
Askorbin turşusuçatmamazlığı	недостаточность аскорбиновой кислоты	med
Asma, boğma və ilgəklə boğma yolu ilə qəsd etmə	нападение путем повешения, удушения, удавления	med
Asma, ilgəklə boğma və boğulma yolları ilə qəsdən özünü zədələmə	преднамеренное самоповреждение путем повешения, удавления и удушения	med
Aspartilqlükozaminuriya	аспартилглюкозаминурия	psy
Asperger sindromu	синдром аспергера	psy
Aspergillyoz	аспергиллёз	psy
Aspergillyozun digər formaları	другие виды аспергиллеза	med
Asperqilyoz	аспергиллез	med
Assit	асцит	psy
Asteniya	астения	psy
Astenopiya	астенопия	psy
Astiqmatizm	астигматизм	med
Astma	астма	psy
Astmatik vəziyyət (status asthmaticus)	астматическое статус [status asthmaticus]	med
Asılışəxsiyyət tipli pozğunluq	расстройство типа зависимой личности	med
At quyruğu sindromu	синдром конского хвоста	psy
At quyruğunun bədxassəli yenitörəməsi	злокачественное новообразование конского хвоста	med
Atipik autizm	атипичный аутизм	psy
Atipik sinir anoreksiyası	атипичная нервная анорексия	psy
Atipik sinir bulimiyası	атипичная нервная булимия	psy
Atipik və ya qarışıq tipli demensiya	атипичная или смешанная деменция	psy
Atipik xroniki mieloid leykemiya, BCR/ABL-mənfi	атипичный хронический миелоидный лейкоз, bcr/abl-отрицательный	med
Atipik üz ağrısı	атипичная лицевая боль	med
Atmosfer təzyiqi dəyişilməsinin, yüksək və aşağı atmosfer təzyiqinin təsiri	воздействие высокого и низкого атмосферного давления и изменений атмосферного давления	med
Atmosfer təzyiqinin və su təzyiqinin təsiri	воздействие атмосферного давления и давления воды	med
Atopik dermatit	атопический дерматит	psy
Atrofik damarlı poykilodermiya	пойкилодермия сосудистая атрофическая	med
Atrofik qlossit	атрофический глоссит	psy
Atrofik zolaqlar	атрофические полосы (стрии)	med
Atropatiyalar	артропатии	psy
Attik nahiyəsində təbil pərdəsinin perforasiyası	перфорация барабанной перепонки в области аттика	med
Aurasız miqren [sadə miqren]	мигрень без ауры [простая мигрень]	med
Autoimmun hemolitik xəstəlik	аутоиммунная гемолитическая болезнь	psy
Autoimmun hepatit	аутоиммунный гепатит	med
Autoimmun poliqlandulyar çatmamazlıq	аутоиммунная полигландулярная недостаточность	psy
Avstraliya ensefaliti	австралийский энцефалит	med
Avtobusda olan və bədbəxt nəqliyyat hadisəsində toqquşma olmadan zərərçəkənşəxs	лицо, находившееся в автобусе и пострадавшее в результате транспортного несчастного случая без столкновения	med
Avtobusda olan və digər və ya dəqiqləşdirilməmiş bədbəxt nəqliyyat hadisəsində	лицо, находившееся в автобусе и пострадавшее в результате других и неуточненных дорожных несчастных случаев	med
Avtomobilşininin, boru kəmərinin vəşlanqının təzyiq nəticəsində partlaması	разрыв автомобильной шины, трубопровода или шланга, находившихся под давлением	med
Avtonom refleks pozğunluğu	автономная дизрефлексия	med
Axacaqdaxili in situ karsinoma	внутрипротоковая карцинома in situ молочной железы	med
Axlorhidriya	ахлоргидрия	psy
Axromatopsiya	ахроматопсия	psy
Ayaq baş barmağının (-larının) dəqiqləşdirilməmiş qazanılma	приобретенные деформации пальца (цев) стопы неуточненные	med
Ayaq baş barmağının (qazanılmış) digər deformasiyaları	другие деформации большого пальца стопы (приобретенные)	med
Ayaq baş barmağının(-larının) digər (qazanılma)	другие деформации пальца (цев) стопы (приобретенные)	med
Ayaq darağı sümüklərinin yuvenil osteoxondrozu	юношеский остеохондроз плюсны	med
Ayaqaltı sinirin zədələnməsi	поражение подошвенного нерва	med
Ayaqdarağı kanal sindromu	синдром предплюсневого канала	psy
Ayaqdarağının yuvenil osteoxondrozu	юношеский остеохондроз предплюсны	med
Ayrı-ayrı sinirlərin, sinir köklərinin və kələflərinin zədələnmələri	мононевропатия при болезнях, классифицированных в других рубриках	med
Ayıran osteoxondrit	рассекающий остеохондрит	med
Azan sinirin zədələnməsi	поражение блуждающего нерва	psy
Azan sinirin zədələnməsi	поражения блуждающего нерва	psy
Açıcı vətərlərin spontan qırılması	спонтанный разрыв сухожилий разгибателей	med
Açılmış eşitmə [Yevstax] borusu	зияющая слуховая [евстахиева] труба	med
Açıq pedaqoji qiymətləndirmə	открытая педагогическая оценка	psy
Ağ ciyər aktinomikozu	легочный актиномикоз	med
Ağ ciyər aspergillyozunun digər formaları	другие формы легочного аспергиллеза	med
Ağ ciyər kandidozu	легочный кандидоз	med
Ağ ciyər kriptokokkozu	легочный криптококкоз	med
Ağ ciyər mukormikozu	легочный мукормикоз	med
Ağ ciyər nokardiozu	легочный нокардиоз	med
Ağ ciyər parakoksidioidomikozu	легочный паракокцидиоидомикоз	med
Ağ ciyər taunu	легочная чума	med
Ağ ciyər tulyaremiyası	легочная туляремия	med
Ağ ciyər vərəmi	туберкулез легких	psy
Ağ ciyər vərəmi, bakterioloji və histoloji müayinələr aparılmadan	туберкулез легких без проведения бактериологического и гистологического исследований	med
Ağ ciyər vərəmi, bakterioloji və histoloji müayinələrin nəticələri	туберкулез легких при отрицательных результатах бактериологических и гистологических исследований	med
Ağ ciyər vərəmi, bakterioloji və ya histoloji təsdiq olunması	туберкулез легких без упоминания о бактериологическом или гистологическом подтверждении	med
Ağ ciyər vərəmi, dəqiqləşdirilməmiş üsullarla təsdiq edilmiş	туберкулез легких, подтвержденный неуточненными методами	med
Ağ ciyər vərəmi, histoloji təsdiq edilmiş	туберкулез легких, подтвержденный гистологически	med
Ağ ciyər vərəmi, yalnız kultural mühitin artması ilə təsdiq edilmiş	туберкулез легких, подтвержденный только ростом культуры	med
Ağ pitiriaz	питириаз белый	med
Ağ piyedra	белая пьедра	med
Ağ qan hüceyrələrinin digər dəqiqləşdirilmiş pozğunluqları	другие уточненные нарушения белых кровяных клеток	med
Ağ qan hüceyrələrinin digər pozğunluqları	другие нарушения белых кровяных клеток	med
