Bazal qanqlionların degenerativ xəstəlikləri	degenerative diseases of basal ganglia	psy
Bazedov xəstəliyi	graves' disease	psy
Bazu kələfinin zədələnməsi	brachial plexus injury	psy
Bağların zədələnməsi	ligament injury	psy
Bağırsaq infeksiyaları	intestinal infections	psy
Baş beynin məhdud atrofiyası	circumscribed brain atrophy	psy
Başın travmaları	head injuries	psy
Behçet xəstəliyi	behçet's disease	psy
Benye pruriqosu	prurigo of besnier	psy
Berkitt limfoması	burkitt lymphoma	psy
Beta ritm	beta rhythm	psy
Beyincik insultu sindromu	cerebellar stroke syndrome	psy
Bilək kanalı sindromu	carpal tunnel syndrome	psy
Binokulyar korluq	binocular blindness	psy
Bipolyar affektiv pozuntu	bipolar affective disorder	psy
Birincili ağciyər hipertenziyası	primary pulmonary hypertension	psy
Birincili hiperparatireoz	primary hyperparathyroidism	psy
Birincili trombofiliya	primary thrombophilia	psy
Birləşmədən çıxan erkən depolyarizasiya	premature junctional depolarization	psy
Birmer anemiyası	biermer's anemia	psy
Blastomikoz	blastomycosis	psy
Blefarokonyuktivit	blepharoconjunctivitis	psy
Blefarospazm	blepharospasm	psy
Blefaroxalazis	blepharochalasis	psy
Boynun travmaları	neck injuries	psy
Boş venanın emboliya və trombozu	embolism and thrombosis of the vena cava	psy
Brill xəstəliyi	brill–zinsser disease	psy
Bromazepam	bromazepam	psy
Brusellyoz	brucellosis	psy
Bud yırtığı	femoral hernia	psy
Bullyoz keratopatiya	bullous keratopathy	psy
Bursopatiyalar	bursopathy	psy
Burun-damaq kanalı kistası	nasopalatine duct cyst	psy
Burxulmada sinir kanalı stenozu	spinal canal stenosis with subluxation	psy
Buynuz qişa	cornea	psy
Buynuzlu keratoma	corneal keratoma	psy
Böyrək venasının emboliya və trombozu	embolism and thrombosis of the renal vein	psy
Böyrəküstü vəzinin anadangəlmə hiperplaziyası	congenital adrenal hyperplasia	psy
Bədxassəli immunoproliferativ xəstəliklər	malignant immunoproliferative diseases	psy
Bədxassəli neyroleptik sindrom	neuroleptic malignant syndrome	psy
Bədxassəli xarici otit	malignant external otitis	psy
Bədxassəli yenitörəmələr	malignant neoplasms	psy
Bələdçi	guide	psy
Bələk dermatiti	diaper dermatitis	psy
Canlı mexaniki qüvvələrin təsiri	exposure to live mechanical forces	psy
Cinsi meylin yoxluğu və ya itirilməsi	lack or loss of sexual desire	psy
Cinsi yetkinliyin ləngiməsi	delayed puberty	psy
Cinsi yolla ötürülən infeksiyalar	sexually transmitted infections	psy
Clutton oynaqları	clutton's joints	psy
Cırtdanboyluluq	dwarfism	psy
Dakrioadenit	dacryoadenitis	psy
Dakriolit	dacryolith	psy
Dakrioperisistit	dacryopericystitis	psy
Dakriosistit	dacryocystitis	psy
Dalağın bədxassəli yenitörəməsi	malignant neoplasm of spleen	psy
Daun xəstəliyi	down syndrome	psy
Davranışın ailə ilə məhdudlaşmış pozğunluğu	conduct disorder confined to family context	psy
Daxili hirudinoz	internal hirudiniasis	psy
Dağınıq skleroz	multiple sclerosis	psy
Degenerativ miopiya	degenerative myopia	psy
Delirium tremens	delirium tremens	psy
Delta ritm	delta rhythm	psy
Denge qızdırması	dengue fever	psy
Depressiv epizod	depressive episode	psy
Depressiv forma	depressive form	psy
Depressiv hallar	depressive states	psy
Depressiv sindrom	depressive syndrome	psy
Derkum xəstəliyi	dercum's disease	psy
Dermatofitiya	dermatophytosis	psy
Dermatopolimiozit	dermatopolymyositis	psy
Dessemet membranasının büküşü	descemet's membrane fold	psy
Dessemet membranasının cırılması	descemet's membrane rupture	psy
Destruktiv konflikt	destructive conflict	psy
Deyteranomaliya	deuteranomaly	psy
Dezorientasiya	disorientation	psy
Diabetik mononevropatiya	diabetic mononeuropathy	psy
Differensasiya olunmamış somatoform pozğunluq	undifferentiated somatoform disorder	psy
Diffuz skleroz	diffuse sclerosis	psy
Dil-udlaq nevralgiyası	glossopharyngeal neuralgia	psy
Dil-udlaq sinirinin zədələnməsi	glossopharyngeal nerve lesion	psy
Dilaltı sinirin zədələnməsi	hypoglossal nerve lesion	psy
Dilin ekspressiv fondu	expressive language repertoire	psy
Diplakuziya	diplacusis	psy
Diplegiya	diplegia	psy
Diplopiya	diplopia	psy
Disfagiya	dysphagia	psy
Disforiya	dysphoria	psy
Dispepsiya	dyspepsia	psy
Disseminə olunmuş damardaxili laxtalanma	disseminated intravascular coagulation	psy
Dissosiasiya	dissociation	psy
Dissosiativ stupor	dissociative stupor	psy
Distimiya	dysthymia	psy
Distoniya	dystonia	psy
Diz oynağında sərbəst cisim	loose body in the knee joint	psy
Diz oynağının xroniki qeyri-stabilliyi	chronic knee instability	psy
Diz qapağının adəti burxulması	habitual subluxation of the patella	psy
Diz qapağının adəti çıxığı	habitual dislocation of the patella	psy
Diz qapağının xondromalyasiyası	chondromalacia patellae	psy
Dişlərin flüorozu	dental fluorosis	psy
Dişlərin forma və ölçülərinin anomaliyaları	dental anomalies of shape and size	psy
Dopleroskopiya	doppler ultrasonography	psy
Dorsalgiya	dorsalgia	psy
Dorsopatiyalar	dorsopathies	psy
Drakunkulyoz	dracunculiasis	psy
Dressler sindromu	dressler syndrome	psy
Duodenit	duodenitis	psy
Durğunluq dermatiti	stasis dermatitis	psy
Durğunluq ürək çatmamazlığı	congestive heart failure	psy
Dyuşen təbəssümü	duchenne smile	psy
Döl qişalarının vaxtından əvvəl cırılması	premature rupture of membranes	psy
Dölün qeyri-düzgün vəziyyəti və ya gəlişi	malpresentation or malposition of the fetus	psy
Dördrəqəmli yarımrubrikalar	four-character subcategories	psy
Döş qəfəsi limfa düyünlərinin vərəmi	tuberculosis of intrathoracic lymph nodes	psy
Döş qəfəsinin travmaları	chest injuries	psy
Düyünlü eritema	erythema nodosum	psy
Düyünlü poliarteriit	polyarteritis nodosa	psy
Düz bağırsaq	rectum	psy
Dəqiqləşdirilməmiş ağır dərəcəli zülal-enerji çatmamazlığı	severe protein-energy malnutrition, unspecified	psy
Dəqiqləşdirilməmiş demensiya	unspecified dementia	psy
Dəqiqləşdirilməmiş lokalizasiyalı peptik xora	peptic ulcer of unspecified site	psy
Dəri amiloidozu	cutaneous amyloidosis	psy
Dəri kserozu	xerosis of the skin	psy
Dərman miopatiyası	drug-induced myopathy	psy
Dərs vərdişlərinin qarışıq pozğunluğu	mixed disorder of scholastic skills	psy
Edip kompleksi	oedipus complex	psy
Ego-distonik seksual münasibət	ego-dystonic sexual orientation	psy
Ekspansiv və ya klassik forma	expansive or classic form	psy
Ekspressiv effekt	expressive effect	psy
Ekspressiv funksiya	expressive function	psy
Ekspressiv leksik fond	expressive lexical inventory	psy
Ekspressiv leksik vahid	expressive lexical unit	psy
Ekspressiv leksika	expressive vocabulary	psy
Ekspressiv məna	expressive meaning	psy
Ekspressiv nitq pozğunluğu	expressive language disorder	psy
Ekspressiv çalar	expressive nuance	psy
Ekspressivlik	expressiveness	psy
Ekstrapiramid və hərəki pozğunluqlar	extrapyramidal and movement disorders	psy
Ektropion	ectropion	psy
Ekzoftalm	exophthalmos	psy
Ekzoftalmik vəziyyət	exophthalmic condition	psy
Emfizema	emphysema	psy
Emosional konsept sahəsi	emotional conceptual field	psy
Emosional labillik	emotional lability	psy
Emosional orientasiya	emotional orientation	psy
Empatiya metodu	empathy method	psy
Endogen depressiya	endogenous depression	psy
Endometrioz	endometriosis	psy
Enkoprez	encopresis	psy
Enoftalm	enophthalmos	psy
Ensefalosele	encephalocele	psy
Enterobioz	enterobiasis	psy
Enterovirus meningiti	enteroviral meningitis	psy
Enteroviruslar	enteroviruses	psy
Entropion	entropion	psy
Enurez	enuresis	psy
Epidemik parotit	mumps	psy
Epifora	epiphora	psy
Epilepsiya	epilepsy	psy
Epileptik status	status epilepticus	psy
Eqo	ego	psy
Eqodistonik cinsi orientasiya	egodystonic sexual orientation	psy
Eritroplakiya	erythroplakia	psy
Erkən başlamış demensiya	early-onset dementia	psy
Esgibisionizm	exhibitionism	psy
Essensial tremor	essential tremor	psy
Estetik emosiyalar	aesthetic emotions	psy
Estrogenlərin artıqlığı	estrogen excess	psy
Evans sindromu	evans syndrome	psy
Eyforik forma	euphoric form	psy
Eyforiya	euphoria	psy
Ezofaqit	esophagitis	psy
Fankoni anemiyası	fanconi anemia	psy
Fassial ovuc fibromatozu	palmar fascial fibromatosis	psy
Fassiolyoz	fascioliasis	psy
Fater məməciyi ampulunun bədxassəli yenitörəməsi	malignant neoplasm of ampulla of vater	psy
Favizm	favism	psy
Felti sindromu	felty syndrome	psy
Fenilketonuriya	phenylketonuria	psy
Ferment defisitli anemiya	enzyme deficiency anemia	psy
Fetişistik transvestizm	fetishistic transvestism	psy
Fibromialgiya	fibromyalgia	psy
Fibroplastik pozğunluq	fibroplastic disorder	psy
Fibrotoraks	fibrothorax	psy
Filyariatoz	filariasis	psy
Fleqmona	phlegmon	psy
Fleşbek	flashback	psy
Flukozidoz	fucosidosis	psy
Fol defisitli anemiya	folate deficiency anemia	psy
Follikulyar kista	follicular cyst	psy
Frambeziya hiperkeratozu	hyperkeratosis in yaws	psy
Frambeziya qummaları və xoraları	gummas and ulcers in yaws	psy
Freqoli sindromu	fregoli syndrome	psy
Frigidlik	female sexual arousal disorder / frigidity	psy
Fuks distrofiyası	fuchs' dystrophy	psy
Funksional dispepsiya	functional dyspepsia	psy
Funksional oyun	functional play	psy
Fəqərəarası dəliyin sümük və burxulma stenozu	osseous and subluxation stenosis of the intervertebral foramen	psy
Fəza qavramının defisiti	spatial perception deficit	psy
Gecikmiş anadangəlmə sifilitik ensefalit	late congenital syphilitic encephalitis	psy
Gecikmiş anadangəlmə sifilitik meningit	late congenital syphilitic meningitis	psy
Gecikmiş anadangəlmə sifilitik polineyropatiya	late congenital syphilitic polyneuropathy	psy
Gecikmiş demensiya	late-onset dementia	psy
Generalizə olunmuş peritonit	generalized peritonitis	psy
Genital	genital	psy
Genital reaksiyanın çatışmamazlığı	genital response insufficiency	psy
Geotrixoz	geotrichosis	psy
Gizli pedaqoji qiymətləndirmə	covert pedagogical assessment	psy
Göbələyəbənzər mikoz	mycosis fungoides	psy
Göz və onun əlavə aparatının xəstəlikləri	diseases of the eye and adnexa	psy
Gözün siderozu	ocular siderosis	psy
Günəş retinopatiyası	solar retinopathy	psy
Günəş yanığı	sunburn	psy
Hallüsinator sayıqlama	hallucinatory delusion	psy
Hamlet dilemması	hamlet's dilemma	psy
Hanter sindromu	hunter syndrome	psy
Hantinqton xoreyası	huntington's chorea	psy
Hantinqton xəstəliyi	huntington's disease	psy
Helmintozlar	helminthiases	psy
Hemianopsiya	hemianopsia	psy
Hemofaqositar limfohistiositoz	hemophagocytic lymphohistiocytosis	psy
Hemofaqositar sindrom	hemophagocytic syndrome	psy
Hemolitik anemiyalar	hemolytic anemias	psy
Hemolitik-uremik sindrom	hemolytic uremic syndrome	psy
Hemoperikard	hemopericardium	psy
Hemoperitoneum	hemoperitoneum	psy
Hemopnevmotoraks	hemopneumothorax	psy
Hemotoraks	hemothorax	psy
Hepatoblastoma	hepatoblastoma	psy
Hepatomeqaliya	hepatomegaly	psy
Hepatomieliya	hematomyelia	psy
Herpetik ekzema	eczema herpeticum	psy
Herpetik ensefalit	herpes simplex encephalitis	psy
Herpetik gingivostomatit	herpetic gingivostomatitis	psy
Herpetik meningit	herpetic meningitis	psy
Herpetik vezikulyar dermatit	herpetic vesicular dermatitis	psy
Hesablama vərdişlərinin spesifik pozğunluğu	specific disorder of arithmetical skills	psy
Heteroforiya	heterophoria	psy
Hetçinson triadası	hutchinson's triad	psy
Hidroartroz	hydrarthrosis	psy
Hidrotoraks	hydrothorax	psy
Hifema	hyphema	psy
Hiperammonemiya	hyperammonemia	psy
Hiperarousal	hyperarousal	psy
Hiperheparinemiya	hyperheparinemia	psy
Hiperhidroz	hyperhidrosis	psy
Hiperkaliemiya	hyperkalemia	psy
Hiperkarotinemiya	hypercarotenemia	psy
Hiperkinetik davranış pozğunluğu	hyperkinetic conduct disorder	psy
Hiperkinetik pozğunluqlar	hyperkinetic disorders	psy
Hiperkuziya	hyperacusis	psy
Hipermaqnezemiya	hypermagnesemia	psy
Hiperparatireoz	hyperparathyroidism	psy
Hiperprolaktinemiya	hyperprolactinemia	psy
Hiperqammaqlobulinemiya	hypergammaglobulinemia	psy
Hipersensitiv pnevmonit	hypersensitivity pneumonitis	psy
Hipersosiallaşdırılmış tərbiyə	hypersocialized upbringing	psy
Hipersplenizm	hypersplenism	psy
Hipertenziv böyrək çatmamazlığı	hypertensive renal failure	psy
Hipertenziv ensefalopatiya	hypertensive encephalopathy	psy
Hipertenziv nefropatiya	hypertensive nephropathy	psy
Hiperurikemiya	hyperuricemia	psy
Hipervolemiya	hypervolemia	psy
Hiperxloremiya	hyperchloremia	psy
Hipofizin dəqiqləşdirilməmiş hiperfunksiyası	unspecified hyperfunction of pituitary gland	psy
Hipofosfataziya	hypophosphatasia	psy
Hipokaliemiya	hypokalemia	psy
Hipomaqnezemiya	hypomagnesemia	psy
Hipoparatiroz	hypoparathyroidism	psy
Hipopituitarizm	hypopituitarism	psy
Hipoprokonvertinemiya	hypoproconvertinemia	psy
Hiposplenizm	hyposplenism	psy
Hipotireoz	hypothyroidism	psy
Hipotropiya	hypotropia	psy
Hipoxloremiya	hypochloremia	psy
His dəstəsinin sol ayaqcığının blokadası	left bundle branch block	psy
Histoplazmoz	histoplasmosis	psy
Hockin limfoması	hodgkin lymphoma	psy
Homosistinuriya	homocystinuria	psy
Hordeolum	stye	psy
Hüceyrə qılafının limfoması	mantle cell lymphoma	psy
Hərəki neyronun xəstəliyi	motor neuron disease	psy
Kalman sindromu	kallmann syndrome	psy
Kandidoz sepsisi	candidal sepsis	psy
Kandidoz stomatit	candidal stomatitis	psy
Kanner sindromu	kanner syndrome	psy
Kapo şi sarkoması	kaposi sarcoma	psy
Kapqrs sindromu	capgras syndrome	psy
Kardial hissənin axalaziyası	achalasia of the cardia	psy
Kardiomeqaliya	cardiomegaly	psy
Karies	dental caries	psy
Karsinoid sindrom	carcinoid syndrome	psy
Katarakta	cataract	psy
Katatonik əlamətlər	catatonic signs	psy
Katexolamin hipersekresiyası	catecholamine hypersecretion	psy
Kauzalgiya	causalgia	psy
Kaxeksiya	cachexia	psy
Keloid sızanaqlar	keloid acne	psy
Keratokonus	keratoconus	psy
Keyreritroplaziyası	erythroplasia of queyrat	psy
Keçici işemik karlıq	transient ischemic hearing loss	psy
Keçici tranzitor serebral işemik tutmalar	transient ischemic attacks	psy
Kirpikli cisim	ciliary body	psy
Kistoz fibroz	cystic fibrosis	psy
Kistoz menisk	cystic meniscus	psy
Klatton oynağı	clutton's joint	psy
Klaynfelter sindromu	klinefelter syndrome	psy
Kojevnikov tipli epilepsiya tutmaları	kozhevnikov epileptic seizures	psy
Koksidioidomikoz	coccidioidomycosis	psy
Koksikodiniya	coccydynia	psy
Kollaps	collapse	psy
Kolorado gənə qızdırması	colorado tick fever	psy
Kommunikativ emosiyalar	communicative emotions	psy
Konn sindromu	conn syndrome	psy
Konstitusional ucaboyluq	constitutional tall stature	psy
Konstruktiv konflikt	constructive conflict	psy
Konyuktiva	conjunctiva	psy
Koronoviruslar	coronaviruses	psy
Korreksiya metodikaları	corrective techniques	psy
Korsakov amnestik sindromu	korsakoff amnestic syndrome	psy
Korsakov psixozu	korsakoff psychosis	psy
Korsakov sindromu	korsakoff syndrome	psy
Kortizol-birləşdirici qlobulinin anomaliyası	cortisol-binding globulin abnormality	psy
Kotar sindromu	cotard's syndrome	psy
Kranioqrafiya	craniography	psy
Kretinizm	cretinism	psy
Krioqlobulinemiya	cryoglobulinemia	psy
Kriptokokkoz	cryptococcosis	psy
Kriptosporidiaz	cryptosporidiosis	psy
Kron xəstəliyi	crohn's disease	psy
Krım hemorragik qızdırması	crimean-congo hemorrhagic fever	psy
Ksantoqranuloma	xanthogranuloma	psy
Ku qızdırması	q fever	psy
Kultural şok	culture shock	psy
Kuru	kuru	psy
Kvaşiorkor	kwashiorkor	psy
Köndələn-çənbər bağırsaq	colon	psy
Kəkələmə	stuttering	psy
Kəllə sinirlərinin çoxsaylı zədələnməsi	multiple cranial nerve palsy	psy
Kəllədaxili travma	intracranial injury	psy
Kəllədaxili venoz sistemin qeyri-piogen trombozu	non-suppurative thrombosis of intracranial venous system	psy
Kəmağıllıq	mild intellectual disability	psy
Kəmərləyici dəmrov	herpes zoster (shingles)	psy
Kəskin alkoqol hallüsinozu	acute alcoholic hallucinosis	psy
Kəskin appendisit	acute appendicitis	psy
Kəskin başlanmış vaskulyar demensiya	acute-onset vascular dementia	psy
Kəskin bronxit	acute bronchitis	psy
Kəskin eritroleykoz	acute erythroleukemia	psy
Kəskin hemorragik qastrit	acute hemorrhagic gastritis	psy
Kəskin limfoblast leykemiya	acute lymphoblastic leukemia	psy
Kəskin mieloblast leykemiya	acute myeloid leukemia	psy
Kəskin mielomonositar leykemiya	acute myelomonocytic leukemia	psy
Kəskin pankreatit	acute pancreatitis	psy
Kəskin perikardit	acute pericarditis	psy
Kəskin peritonit	acute peritonitis	psy
Kəskin poliomielit	acute poliomyelitis	psy
Kəskin posthemorragik anemiya	acute posthemorrhagic anemia	psy
Kəskin promielositar leykemiya	acute promyelocytic leukemia	psy
Kəskin respirator çatmamazlıq	acute respiratory failure	psy
Kəskin revmatik endokardit	acute rheumatic endocarditis	psy
Kəskin revmatik miokardit	acute rheumatic myocarditis	psy
Kəskin və yarımkəskin infeksion endokardit	acute and subacute infective endocarditis	psy
Laktaza çatışmazlığı	lactase deficiency	psy
Laktozaya dözümsüzlük	lactose intolerance	psy
Lange reaksiyası	lange reaction	psy
Langerhans adacıqlarının şişi	pancreatic islet cell tumor	psy
Laqoftalm	lagophthalmos	psy
Lassa qızdırması	lassa fever	psy
Latent frambeziya	latent yaws	psy
Laym xəstəliyi	lyme disease	psy
Lentşəkilli keratopatiya	band keratopathy	psy
Lesitinxolesterinasiltransferazanın çatmamazlığı	lecithin-cholesterol acyltransferase deficiency	psy
Letargik ensefalit	encephalitis lethargica	psy
Leykositoz	leukocytosis	psy
Limfangit	lymphangitis	psy
Limfoid leykoz	lymphoid leukemia	psy
Limfopeniya	lymphopenia	psy
Limfositar xoriomeningit	lymphocytic choriomeningitis	psy
Limfositoz	lymphocytosis	psy
Linqvatulyoz	linguatuliasis	psy
Lipman simptomu	lipman's symptom	psy
Lipodistrofiya	lipodystrophy	psy
Lobomikoz	lobomycosis	psy
Lokalizə olunmuş peritonit	localized peritonitis	psy
Lyuşerin testi	lüscher test	psy
Lüşerin rəng testi	lüscher color test	psy
Makroftalm	macrophthalmia	psy
Malyariya	malaria	psy
Manifold affektiv pozuntu	manic affective disorder	psy
Manifold affektiv pozuntular	manic affective disorders	psy
Manikal epizod	manic episode	psy
Mannozidoz	mannosidosis	psy
Maqnit-rezonans tomoqrafiyası	magnetic resonance imaging (mri)	psy
Marazmatik kvaşiorkor	marasmic kwashiorkor	psy
Mastoidit	mastoiditis	psy
Maçupo hemorragik qızdırması	machupo hemorrhagic fever	psy
Medikamentoz mənşəli çatmamazlıq	drug-induced deficiency	psy
Mekkel divertikulu	meckel's diverticulum	psy
Melena	melena	psy
Mendelson sindromu	mendelson syndrome	psy
Meningeal bitişmə	meningeal adhesion (cerebral or spinal)	psy
Meningeal tuberkuloma	meningeal tuberculoma	psy
Meningit	meningitis	psy
Menyer xəstəliyi	meniere's disease	psy
Methemoqlobinemiya	methemoglobinemia	psy
Mialgiya	myalgia	psy
Miastenik sindromlar	myasthenic syndromes	psy
Mieloid leykoz	myeloid leukemia	psy
Mieloid sarkoma	myeloid sarcoma	psy
Mikrodentiya	microdontia	psy
Mikroftalm	microphthalmia	psy
Miksedema	myxedema	psy
Miliar vərəm	miliary tuberculosis	psy
Minanın hipoplaziyası	enamel hypoplasia	psy
Miokardın aşağı divarının kəskin transmural infarktı	acute transmural inferior myocardial infarction	psy
Miokardın degenerasiyası	myocardial degeneration	psy
Miokardın fibrozu	myocardial fibrosis	psy
Miokardın kəskin subendokardial infarktı	acute subendocardial myocardial infarction	psy
Miokardın ön divarının kəskin transmural infarktı	acute transmural anterior myocardial infarction	psy
Mioklonus	myoclonus	psy
Miqrasiyaedən tromboflebit	migratory thrombophlebitis	psy
Misetoma	mycetoma	psy
Mitoxondrial miopatiya	mitochondrial myopathy	psy
Mitral qapağın revmatik mənşəli çatmamazlığı	rheumatic mitral valve insufficiency	psy
Mitral stenoz	mitral stenosis	psy
Monoplegiya	monoplegia	psy
Monositar leykemiya	monocytic leukemia	psy
Monositoz	monocytosis	psy
Monosomiyalar	monosomies	psy
Mortonun metatarsal nevralgiyası	morton's metatarsal neuralgia	psy
Motor funksiyaların inkişafının spesifik pozğunluqları	specific developmental disorder of motor function	psy
Motorika pozulması	motor impairment	psy
Motosikl sürən	motorcyclist	psy
Moyamoya xəstəliyi	moyamoya disease	psy
Multiinfarkt demensiyası	multi-infarct dementia	psy
Münhauzen sindromu	munchausen syndrome	psy
Müxaliflik	opposition	psy
Mığmığa qızdırması	sandfly fever	psy
Mədə	stomach	psy
Mədə xorası	gastric ulcer	psy
Mədəaltı vəzi	pancreas	psy
Mədəaltı vəzinin bədxassəli yenitörəməsi	malignant neoplasm of pancreas	psy
Mədəciklərarası arakəsmənin qüsuru	ventricular septal defect	psy
Mədəciklərin erkən depolyarizasiyası	premature ventricular depolarization	psy
Mədəniyyətə daha çox önəm verən tərbiyə üsulu	upbringing method emphasizing a cult	psy
Mən obrazı	self-image	psy
Məntiqi analiz metodu	logical analysis method	psy
